order_date,sku,customer_segment,quantity,price,promotion_flag,region
2025-06-12,SKU-A100,Online,32,18.0,0,HR
2025-06-12,SKU-B200,Retail,25,12.0,0,HR
2025-06-12,SKU-C300,Online,25,29.0,0,BA
2025-06-13,SKU-A100,Online,28,18.0,0,BA
2025-06-13,SKU-B200,Retail,30,12.0,0,RS
2025-06-13,SKU-C300,B2B,24,29.0,0,RS
2025-06-14,SKU-A100,Retail,28,18.0,0,BA
2025-06-14,SKU-B200,Online,16,12.0,0,BA
2025-06-14,SKU-C300,B2B,14,29.0,0,RS
2025-06-15,SKU-A100,B2B,36,18.0,0,RS
2025-06-15,SKU-B200,B2B,24,12.0,0,HR
2025-06-15,SKU-C300,B2B,13,29.0,0,HR
2025-06-16,SKU-A100,Retail,35,18.0,0,BA
2025-06-16,SKU-B200,Retail,30,12.0,0,RS
2025-06-16,SKU-C300,Online,19,29.0,1,HR
2025-06-17,SKU-A100,Online,30,18.0,0,RS
2025-06-17,SKU-B200,B2B,22,12.0,0,RS
2025-06-17,SKU-C300,Retail,17,29.0,0,RS
2025-06-18,SKU-A100,Retail,40,18.0,0,RS
2025-06-18,SKU-B200,Online,19,12.0,1,BA
2025-06-18,SKU-C300,Online,22,29.0,0,HR
2025-06-19,SKU-A100,B2B,41,18.0,0,RS
2025-06-19,SKU-B200,B2B,31,12.0,0,BA
2025-06-19,SKU-C300,Online,16,29.0,0,RS
2025-06-20,SKU-A100,Online,36,18.0,0,HR
2025-06-20,SKU-B200,B2B,25,12.0,0,BA
2025-06-20,SKU-C300,Retail,25,29.0,0,BA
2025-06-21,SKU-A100,Retail,28,18.0,0,BA
2025-06-21,SKU-B200,Retail,28,12.0,0,RS
2025-06-21,SKU-C300,Retail,19,29.0,0,RS
2025-06-22,SKU-A100,B2B,28,18.0,0,BA
2025-06-22,SKU-B200,B2B,21,12.0,0,BA
2025-06-22,SKU-C300,Online,21,29.0,0,HR
2025-06-23,SKU-A100,B2B,39,18.0,0,RS
2025-06-23,SKU-B200,B2B,21,12.0,0,RS
2025-06-23,SKU-C300,Retail,20,29.0,0,RS
2025-06-24,SKU-A100,B2B,33,18.0,0,HR
2025-06-24,SKU-B200,Online,31,12.0,0,HR
2025-06-24,SKU-C300,Retail,12,29.0,0,HR
2025-06-25,SKU-A100,Online,28,18.0,0,BA
2025-06-25,SKU-B200,Online,21,12.0,0,HR
2025-06-25,SKU-C300,Retail,18,29.0,1,HR
2025-06-26,SKU-A100,Retail,30,18.0,0,RS
2025-06-26,SKU-B200,B2B,21,12.0,0,RS
2025-06-26,SKU-C300,B2B,26,29.0,0,HR
2025-06-27,SKU-A100,Retail,31,18.0,0,BA
2025-06-27,SKU-B200,B2B,20,12.0,1,HR
2025-06-27,SKU-C300,B2B,21,29.0,0,RS
2025-06-28,SKU-A100,Retail,34,18.0,0,RS
2025-06-28,SKU-B200,Retail,28,12.0,0,RS
2025-06-28,SKU-C300,Online,19,29.0,0,BA
2025-06-29,SKU-A100,B2B,43,18.0,0,BA
2025-06-29,SKU-B200,Online,27,12.0,1,RS
2025-06-29,SKU-C300,Online,18,29.0,0,RS
2025-06-30,SKU-A100,Retail,41,18.0,0,RS
2025-06-30,SKU-B200,Retail,18,12.0,0,RS
2025-06-30,SKU-C300,B2B,22,29.0,0,BA
2025-07-01,SKU-A100,B2B,42,18.0,0,RS
2025-07-01,SKU-B200,B2B,30,12.0,0,HR
2025-07-01,SKU-C300,Online,17,29.0,0,RS
2025-07-02,SKU-A100,Online,31,18.0,0,RS
2025-07-02,SKU-B200,Online,29,12.0,1,BA
2025-07-02,SKU-C300,Online,22,29.0,1,RS
2025-07-03,SKU-A100,Online,30,18.0,0,BA
2025-07-03,SKU-B200,B2B,22,12.0,1,BA
2025-07-03,SKU-C300,B2B,10,29.0,1,RS
2025-07-04,SKU-A100,Online,42,18.0,0,BA
2025-07-04,SKU-B200,B2B,24,12.0,0,BA
2025-07-04,SKU-C300,B2B,19,29.0,0,HR
2025-07-05,SKU-A100,B2B,37,18.0,1,HR
2025-07-05,SKU-B200,Online,24,12.0,0,BA
2025-07-05,SKU-C300,Retail,20,29.0,0,BA
2025-07-06,SKU-A100,B2B,37,18.0,0,HR
2025-07-06,SKU-B200,B2B,24,12.0,0,BA
2025-07-06,SKU-C300,B2B,26,29.0,0,RS
2025-07-07,SKU-A100,Online,32,18.0,1,BA
2025-07-07,SKU-B200,Retail,22,12.0,0,RS
2025-07-07,SKU-C300,B2B,17,29.0,0,RS
2025-07-08,SKU-A100,Online,32,18.0,0,BA
2025-07-08,SKU-B200,B2B,30,12.0,1,RS
2025-07-08,SKU-C300,B2B,10,29.0,0,BA
2025-07-09,SKU-A100,Online,35,18.0,1,HR
2025-07-09,SKU-B200,Online,30,12.0,0,HR
2025-07-09,SKU-C300,Retail,16,29.0,0,HR
2025-07-10,SKU-A100,Retail,31,18.0,1,BA
2025-07-10,SKU-B200,B2B,32,12.0,0,BA
2025-07-10,SKU-C300,B2B,23,29.0,1,HR
2025-07-11,SKU-A100,Online,32,18.0,1,RS
2025-07-11,SKU-B200,Online,23,12.0,0,RS
2025-07-11,SKU-C300,B2B,26,29.0,0,BA
2025-07-12,SKU-A100,Retail,29,18.0,0,RS
2025-07-12,SKU-B200,Retail,25,12.0,0,BA
2025-07-12,SKU-C300,Retail,21,29.0,0,HR
2025-07-13,SKU-A100,B2B,35,18.0,0,RS
2025-07-13,SKU-B200,Online,23,12.0,0,RS
2025-07-13,SKU-C300,Online,25,29.0,0,BA
2025-07-14,SKU-A100,B2B,34,18.0,0,HR
2025-07-14,SKU-B200,B2B,24,12.0,0,RS
2025-07-14,SKU-C300,Retail,26,29.0,0,BA
2025-07-15,SKU-A100,Retail,30,18.0,0,HR
2025-07-15,SKU-B200,Retail,19,12.0,0,HR
2025-07-15,SKU-C300,B2B,17,29.0,1,HR
2025-07-16,SKU-A100,B2B,28,18.0,0,BA
2025-07-16,SKU-B200,B2B,25,12.0,0,RS
2025-07-16,SKU-C300,Retail,15,29.0,0,RS
2025-07-17,SKU-A100,Online,30,18.0,0,BA
2025-07-17,SKU-B200,B2B,28,12.0,0,BA
2025-07-17,SKU-C300,Retail,11,29.0,0,HR
2025-07-18,SKU-A100,Retail,41,18.0,0,BA
2025-07-18,SKU-B200,Online,17,12.0,0,BA
2025-07-18,SKU-C300,Online,16,29.0,0,HR
2025-07-19,SKU-A100,Retail,34,18.0,0,HR
2025-07-19,SKU-B200,Retail,24,12.0,0,RS
2025-07-19,SKU-C300,Online,20,29.0,0,HR
2025-07-20,SKU-A100,Online,28,18.0,0,BA
2025-07-20,SKU-B200,Retail,25,12.0,0,BA
2025-07-20,SKU-C300,Online,16,29.0,1,BA
2025-07-21,SKU-A100,Retail,35,18.0,0,HR
2025-07-21,SKU-B200,Retail,28,12.0,0,BA
2025-07-21,SKU-C300,B2B,16,29.0,0,RS
2025-07-22,SKU-A100,Online,43,18.0,0,HR
2025-07-22,SKU-B200,B2B,24,12.0,1,HR
2025-07-22,SKU-C300,B2B,17,29.0,0,RS
2025-07-23,SKU-A100,B2B,37,18.0,0,BA
2025-07-23,SKU-B200,Retail,30,12.0,0,BA
2025-07-23,SKU-C300,Online,11,29.0,0,RS
2025-07-24,SKU-A100,Retail,41,18.0,1,RS
2025-07-24,SKU-B200,Retail,22,12.0,1,HR
2025-07-24,SKU-C300,B2B,25,29.0,0,RS
2025-07-25,SKU-A100,B2B,41,18.0,1,RS
2025-07-25,SKU-B200,B2B,23,12.0,1,RS
2025-07-25,SKU-C300,Retail,24,29.0,0,HR
2025-07-26,SKU-A100,Retail,36,18.0,0,HR
2025-07-26,SKU-B200,Online,20,12.0,0,RS
2025-07-26,SKU-C300,Retail,17,29.0,0,BA
2025-07-27,SKU-A100,Retail,41,18.0,0,HR
2025-07-27,SKU-B200,Retail,25,12.0,0,HR
2025-07-27,SKU-C300,Online,26,29.0,1,HR
2025-07-28,SKU-A100,Retail,34,18.0,0,BA
2025-07-28,SKU-B200,B2B,17,12.0,0,RS
2025-07-28,SKU-C300,Retail,12,29.0,0,HR
2025-07-29,SKU-A100,B2B,39,18.0,1,BA
2025-07-29,SKU-B200,B2B,28,12.0,1,HR
2025-07-29,SKU-C300,Online,23,29.0,0,RS
2025-07-30,SKU-A100,B2B,42,18.0,0,BA
2025-07-30,SKU-B200,Retail,24,12.0,0,BA
2025-07-30,SKU-C300,Retail,18,29.0,0,RS
2025-07-31,SKU-A100,B2B,39,18.0,1,BA
2025-07-31,SKU-B200,B2B,17,12.0,0,HR
2025-07-31,SKU-C300,B2B,16,29.0,0,HR
2025-08-01,SKU-A100,B2B,36,18.0,0,BA
2025-08-01,SKU-B200,B2B,19,12.0,0,RS
2025-08-01,SKU-C300,B2B,20,29.0,1,RS
2025-08-02,SKU-A100,Retail,35,18.0,1,HR
2025-08-02,SKU-B200,B2B,20,12.0,0,RS
2025-08-02,SKU-C300,Retail,14,29.0,1,BA
2025-08-03,SKU-A100,B2B,39,18.0,0,RS
2025-08-03,SKU-B200,Online,26,12.0,0,HR
2025-08-03,SKU-C300,Online,17,29.0,0,BA
2025-08-04,SKU-A100,Retail,40,18.0,0,RS
2025-08-04,SKU-B200,B2B,30,12.0,0,RS
2025-08-04,SKU-C300,Retail,11,29.0,0,BA
2025-08-05,SKU-A100,Online,30,18.0,0,BA
2025-08-05,SKU-B200,B2B,18,12.0,0,BA
2025-08-05,SKU-C300,B2B,11,29.0,0,HR
2025-08-06,SKU-A100,Retail,36,18.0,0,RS
2025-08-06,SKU-B200,Retail,32,12.0,0,RS
2025-08-06,SKU-C300,Retail,18,29.0,0,BA
2025-08-07,SKU-A100,B2B,28,18.0,0,BA
2025-08-07,SKU-B200,Retail,31,12.0,0,HR
2025-08-07,SKU-C300,B2B,22,29.0,1,BA
2025-08-08,SKU-A100,B2B,27,18.0,0,HR
2025-08-08,SKU-B200,Online,16,12.0,1,HR
2025-08-08,SKU-C300,Retail,15,29.0,0,RS
2025-08-09,SKU-A100,Retail,33,18.0,0,HR
2025-08-09,SKU-B200,Retail,24,12.0,0,RS
2025-08-09,SKU-C300,Retail,20,29.0,1,BA
2025-08-10,SKU-A100,B2B,33,18.0,0,RS
2025-08-10,SKU-B200,Online,22,12.0,0,BA
2025-08-10,SKU-C300,Retail,21,29.0,0,HR
2025-08-11,SKU-A100,Online,38,18.0,1,HR
2025-08-11,SKU-B200,Online,29,12.0,0,BA
2025-08-11,SKU-C300,Retail,20,29.0,0,BA
2025-08-12,SKU-A100,Retail,32,18.0,1,BA
2025-08-12,SKU-B200,Online,28,12.0,0,BA
2025-08-12,SKU-C300,Retail,11,29.0,1,RS
2025-08-13,SKU-A100,Online,38,18.0,0,BA
2025-08-13,SKU-B200,B2B,27,12.0,0,RS
2025-08-13,SKU-C300,B2B,18,29.0,0,BA
2025-08-14,SKU-A100,Retail,31,18.0,1,BA
2025-08-14,SKU-B200,Retail,26,12.0,0,RS
2025-08-14,SKU-C300,Online,23,29.0,0,RS
2025-08-15,SKU-A100,Online,27,18.0,1,HR
2025-08-15,SKU-B200,B2B,17,12.0,0,RS
2025-08-15,SKU-C300,Retail,26,29.0,0,HR
2025-08-16,SKU-A100,B2B,30,18.0,1,BA
2025-08-16,SKU-B200,Retail,29,12.0,0,RS
2025-08-16,SKU-C300,B2B,20,29.0,0,BA
2025-08-17,SKU-A100,Retail,38,18.0,1,RS
2025-08-17,SKU-B200,Online,17,12.0,0,HR
2025-08-17,SKU-C300,Online,16,29.0,0,BA
2025-08-18,SKU-A100,Online,27,18.0,1,HR
2025-08-18,SKU-B200,Retail,30,12.0,0,BA
2025-08-18,SKU-C300,Online,18,29.0,1,RS
2025-08-19,SKU-A100,Retail,32,18.0,1,BA
2025-08-19,SKU-B200,Online,17,12.0,0,RS
2025-08-19,SKU-C300,B2B,17,29.0,0,RS
2025-08-20,SKU-A100,Retail,35,18.0,0,RS
2025-08-20,SKU-B200,Retail,23,12.0,0,BA
2025-08-20,SKU-C300,Retail,12,29.0,0,HR
2025-08-21,SKU-A100,Retail,43,18.0,0,HR
2025-08-21,SKU-B200,Online,23,12.0,0,HR
2025-08-21,SKU-C300,Retail,17,29.0,0,HR
2025-08-22,SKU-A100,Online,31,18.0,1,BA
2025-08-22,SKU-B200,Retail,26,12.0,0,HR
2025-08-22,SKU-C300,Online,12,29.0,0,HR
2025-08-23,SKU-A100,Online,31,18.0,0,RS
2025-08-23,SKU-B200,Retail,22,12.0,0,BA
2025-08-23,SKU-C300,Retail,10,29.0,1,BA
2025-08-24,SKU-A100,Retail,41,18.0,0,HR
2025-08-24,SKU-B200,Retail,23,12.0,0,BA
2025-08-24,SKU-C300,Online,13,29.0,1,RS
2025-08-25,SKU-A100,Retail,33,18.0,0,BA
2025-08-25,SKU-B200,B2B,16,12.0,0,BA
2025-08-25,SKU-C300,Retail,17,29.0,0,RS
2025-08-26,SKU-A100,B2B,43,18.0,0,HR
2025-08-26,SKU-B200,B2B,27,12.0,0,RS
2025-08-26,SKU-C300,B2B,20,29.0,0,BA
2025-08-27,SKU-A100,Retail,38,18.0,0,HR
2025-08-27,SKU-B200,Online,19,12.0,0,HR
2025-08-27,SKU-C300,B2B,12,29.0,0,BA
2025-08-28,SKU-A100,B2B,37,18.0,1,HR
2025-08-28,SKU-B200,Retail,24,12.0,0,BA
2025-08-28,SKU-C300,Retail,18,29.0,0,BA
2025-08-29,SKU-A100,Retail,35,18.0,0,HR
2025-08-29,SKU-B200,Online,16,12.0,0,RS
2025-08-29,SKU-C300,Online,24,29.0,0,RS
2025-08-30,SKU-A100,Online,33,18.0,0,RS
2025-08-30,SKU-B200,B2B,18,12.0,0,BA
2025-08-30,SKU-C300,B2B,22,29.0,0,BA
2025-08-31,SKU-A100,Online,38,18.0,1,RS
2025-08-31,SKU-B200,Retail,17,12.0,0,HR
2025-08-31,SKU-C300,B2B,23,29.0,1,HR
2025-09-01,SKU-A100,Retail,39,18.0,0,BA
2025-09-01,SKU-B200,Online,19,12.0,0,RS
2025-09-01,SKU-C300,Retail,11,29.0,0,BA
2025-09-02,SKU-A100,B2B,31,18.0,0,RS
2025-09-02,SKU-B200,Retail,21,12.0,1,HR
2025-09-02,SKU-C300,Online,11,29.0,1,HR
2025-09-03,SKU-A100,Retail,34,18.0,0,BA
2025-09-03,SKU-B200,B2B,32,12.0,0,RS
2025-09-03,SKU-C300,Online,26,29.0,0,HR
2025-09-04,SKU-A100,Online,31,18.0,1,RS
2025-09-04,SKU-B200,Retail,23,12.0,0,HR
2025-09-04,SKU-C300,B2B,10,29.0,0,HR
2025-09-05,SKU-A100,Retail,29,18.0,0,BA
2025-09-05,SKU-B200,B2B,23,12.0,0,BA
2025-09-05,SKU-C300,B2B,15,29.0,0,BA
2025-09-06,SKU-A100,B2B,35,18.0,0,HR
2025-09-06,SKU-B200,Online,19,12.0,0,RS
2025-09-06,SKU-C300,B2B,10,29.0,1,HR
2025-09-07,SKU-A100,Retail,36,18.0,0,BA
2025-09-07,SKU-B200,Online,30,12.0,0,BA
2025-09-07,SKU-C300,B2B,25,29.0,1,BA
2025-09-08,SKU-A100,Online,29,18.0,0,RS
2025-09-08,SKU-B200,Retail,21,12.0,0,RS
2025-09-08,SKU-C300,Retail,17,29.0,0,HR
2025-09-09,SKU-A100,Retail,38,18.0,0,HR
2025-09-09,SKU-B200,B2B,18,12.0,1,BA
2025-09-09,SKU-C300,Retail,17,29.0,1,HR
2025-09-10,SKU-A100,Online,29,18.0,0,RS
2025-09-10,SKU-B200,B2B,21,12.0,0,HR
2025-09-10,SKU-C300,Online,19,29.0,0,BA
2025-09-11,SKU-A100,B2B,35,18.0,1,HR
2025-09-11,SKU-B200,Retail,24,12.0,1,BA
2025-09-11,SKU-C300,B2B,16,29.0,0,RS
2025-09-12,SKU-A100,Online,40,18.0,0,RS
2025-09-12,SKU-B200,B2B,32,12.0,0,RS
2025-09-12,SKU-C300,Online,11,29.0,0,HR
2025-09-13,SKU-A100,B2B,41,18.0,0,RS
2025-09-13,SKU-B200,Retail,22,12.0,0,BA
2025-09-13,SKU-C300,Online,10,29.0,0,RS
2025-09-14,SKU-A100,Online,28,18.0,0,RS
2025-09-14,SKU-B200,Retail,30,12.0,0,BA
2025-09-14,SKU-C300,Retail,15,29.0,0,RS
2025-09-15,SKU-A100,Online,43,18.0,0,HR
2025-09-15,SKU-B200,B2B,23,12.0,0,RS
2025-09-15,SKU-C300,B2B,17,29.0,1,BA
2025-09-16,SKU-A100,Online,35,18.0,1,BA
2025-09-16,SKU-B200,Retail,21,12.0,1,RS
2025-09-16,SKU-C300,Online,24,29.0,0,HR
2025-09-17,SKU-A100,B2B,32,18.0,1,RS
2025-09-17,SKU-B200,B2B,17,12.0,1,BA
2025-09-17,SKU-C300,Retail,20,29.0,0,HR
2025-09-18,SKU-A100,Online,39,18.0,0,RS
2025-09-18,SKU-B200,B2B,31,12.0,1,BA
2025-09-18,SKU-C300,Online,22,29.0,0,HR
2025-09-19,SKU-A100,Retail,40,18.0,0,HR
2025-09-19,SKU-B200,B2B,21,12.0,0,HR
2025-09-19,SKU-C300,Online,13,29.0,0,BA
2025-09-20,SKU-A100,Online,27,18.0,0,RS
2025-09-20,SKU-B200,Online,20,12.0,0,HR
2025-09-20,SKU-C300,Online,17,29.0,0,HR
2025-09-21,SKU-A100,B2B,35,18.0,1,HR
2025-09-21,SKU-B200,Online,29,12.0,0,HR
2025-09-21,SKU-C300,B2B,24,29.0,0,HR
2025-09-22,SKU-A100,Online,36,18.0,0,RS
2025-09-22,SKU-B200,B2B,22,12.0,0,HR
2025-09-22,SKU-C300,Online,16,29.0,1,RS
2025-09-23,SKU-A100,Retail,36,18.0,1,HR
2025-09-23,SKU-B200,B2B,30,12.0,1,HR
2025-09-23,SKU-C300,Retail,24,29.0,0,BA
2025-09-24,SKU-A100,Retail,37,18.0,0,HR
2025-09-24,SKU-B200,Online,21,12.0,0,HR
2025-09-24,SKU-C300,Online,23,29.0,0,BA
2025-09-25,SKU-A100,Retail,40,18.0,0,BA
2025-09-25,SKU-B200,Online,28,12.0,0,HR
2025-09-25,SKU-C300,B2B,23,29.0,0,RS
2025-09-26,SKU-A100,B2B,41,18.0,1,BA
2025-09-26,SKU-B200,Retail,31,12.0,0,BA
2025-09-26,SKU-C300,Retail,12,29.0,0,RS
2025-09-27,SKU-A100,B2B,32,18.0,0,HR
2025-09-27,SKU-B200,B2B,32,12.0,0,RS
2025-09-27,SKU-C300,B2B,14,29.0,0,RS
2025-09-28,SKU-A100,Online,30,18.0,1,HR
2025-09-28,SKU-B200,Retail,27,12.0,1,BA
2025-09-28,SKU-C300,Retail,12,29.0,0,BA
2025-09-29,SKU-A100,Retail,35,18.0,0,RS
2025-09-29,SKU-B200,Online,28,12.0,0,HR
2025-09-29,SKU-C300,Retail,21,29.0,0,BA
2025-09-30,SKU-A100,B2B,29,18.0,0,RS
2025-09-30,SKU-B200,Retail,31,12.0,1,HR
2025-09-30,SKU-C300,Online,12,29.0,0,RS
2025-10-01,SKU-A100,Online,43,18.0,0,BA
2025-10-01,SKU-B200,Retail,32,12.0,0,RS
2025-10-01,SKU-C300,B2B,11,29.0,0,HR
2025-10-02,SKU-A100,B2B,39,18.0,1,BA
2025-10-02,SKU-B200,B2B,26,12.0,0,BA
2025-10-02,SKU-C300,Online,23,29.0,0,HR
2025-10-03,SKU-A100,B2B,31,18.0,1,RS
2025-10-03,SKU-B200,B2B,27,12.0,0,RS
2025-10-03,SKU-C300,Retail,23,29.0,0,HR
2025-10-04,SKU-A100,Online,32,18.0,0,HR
2025-10-04,SKU-B200,Online,29,12.0,0,RS
2025-10-04,SKU-C300,Retail,25,29.0,1,BA
2025-10-05,SKU-A100,Online,31,18.0,0,HR
2025-10-05,SKU-B200,B2B,19,12.0,1,RS
2025-10-05,SKU-C300,B2B,20,29.0,0,RS
2025-10-06,SKU-A100,Retail,36,18.0,0,HR
2025-10-06,SKU-B200,Online,30,12.0,1,HR
2025-10-06,SKU-C300,Online,17,29.0,0,RS
2025-10-07,SKU-A100,Online,31,18.0,1,RS
2025-10-07,SKU-B200,Retail,21,12.0,1,BA
2025-10-07,SKU-C300,B2B,25,29.0,0,RS
2025-10-08,SKU-A100,Retail,36,18.0,0,RS
2025-10-08,SKU-B200,Online,30,12.0,0,RS
2025-10-08,SKU-C300,B2B,16,29.0,1,HR
2025-10-09,SKU-A100,Retail,41,18.0,0,BA
2025-10-09,SKU-B200,B2B,20,12.0,0,BA
2025-10-09,SKU-C300,Retail,25,29.0,0,RS
2025-10-10,SKU-A100,Retail,38,18.0,0,BA
2025-10-10,SKU-B200,Online,17,12.0,0,HR
2025-10-10,SKU-C300,Retail,15,29.0,1,HR
2025-10-11,SKU-A100,B2B,32,18.0,0,HR
2025-10-11,SKU-B200,Retail,18,12.0,0,HR
2025-10-11,SKU-C300,B2B,13,29.0,0,RS
2025-10-12,SKU-A100,B2B,30,18.0,0,BA
2025-10-12,SKU-B200,Online,26,12.0,1,HR
2025-10-12,SKU-C300,Retail,21,29.0,0,RS
2025-10-13,SKU-A100,Retail,36,18.0,0,HR
2025-10-13,SKU-B200,Online,20,12.0,0,HR
2025-10-13,SKU-C300,Online,15,29.0,1,HR
2025-10-14,SKU-A100,Retail,41,18.0,1,RS
2025-10-14,SKU-B200,B2B,22,12.0,0,BA
2025-10-14,SKU-C300,Online,12,29.0,0,RS
2025-10-15,SKU-A100,Online,43,18.0,0,HR
2025-10-15,SKU-B200,B2B,25,12.0,0,HR
2025-10-15,SKU-C300,Retail,11,29.0,1,HR
2025-10-16,SKU-A100,Retail,36,18.0,0,BA
2025-10-16,SKU-B200,B2B,19,12.0,0,BA
2025-10-16,SKU-C300,B2B,16,29.0,1,BA
2025-10-17,SKU-A100,Retail,38,18.0,0,HR
2025-10-17,SKU-B200,B2B,24,12.0,0,BA
2025-10-17,SKU-C300,Online,14,29.0,1,BA
2025-10-18,SKU-A100,B2B,36,18.0,0,BA
2025-10-18,SKU-B200,Online,22,12.0,0,BA
2025-10-18,SKU-C300,Retail,26,29.0,0,HR
2025-10-19,SKU-A100,Online,40,18.0,0,RS
2025-10-19,SKU-B200,B2B,25,12.0,0,HR
2025-10-19,SKU-C300,B2B,19,29.0,0,BA
2025-10-20,SKU-A100,B2B,30,18.0,0,BA
2025-10-20,SKU-B200,B2B,22,12.0,0,BA
2025-10-20,SKU-C300,B2B,10,29.0,0,RS
2025-10-21,SKU-A100,Online,37,18.0,0,HR
2025-10-21,SKU-B200,B2B,16,12.0,0,BA
2025-10-21,SKU-C300,B2B,11,29.0,0,RS
2025-10-22,SKU-A100,Retail,30,18.0,0,BA
2025-10-22,SKU-B200,Retail,28,12.0,0,BA
2025-10-22,SKU-C300,Online,17,29.0,0,BA
2025-10-23,SKU-A100,B2B,41,18.0,0,RS
2025-10-23,SKU-B200,Online,32,12.0,0,RS
2025-10-23,SKU-C300,Retail,19,29.0,0,RS
2025-10-24,SKU-A100,Online,35,18.0,0,RS
2025-10-24,SKU-B200,Online,27,12.0,1,RS
2025-10-24,SKU-C300,B2B,10,29.0,1,BA
2025-10-25,SKU-A100,Retail,43,18.0,1,BA
2025-10-25,SKU-B200,B2B,29,12.0,0,BA
2025-10-25,SKU-C300,Retail,16,29.0,0,RS
2025-10-26,SKU-A100,Online,35,18.0,0,HR
2025-10-26,SKU-B200,B2B,23,12.0,0,BA
2025-10-26,SKU-C300,Retail,10,29.0,0,RS
2025-10-27,SKU-A100,Online,40,18.0,0,RS
2025-10-27,SKU-B200,Retail,29,12.0,1,BA
2025-10-27,SKU-C300,Retail,16,29.0,0,HR
2025-10-28,SKU-A100,B2B,29,18.0,0,BA
2025-10-28,SKU-B200,Online,19,12.0,0,BA
2025-10-28,SKU-C300,Online,26,29.0,1,RS
2025-10-29,SKU-A100,Online,36,18.0,0,BA
2025-10-29,SKU-B200,Retail,30,12.0,0,RS
2025-10-29,SKU-C300,B2B,20,29.0,0,HR
2025-10-30,SKU-A100,B2B,42,18.0,0,BA
2025-10-30,SKU-B200,B2B,18,12.0,0,BA
2025-10-30,SKU-C300,Retail,13,29.0,1,HR
2025-10-31,SKU-A100,B2B,29,18.0,0,BA
2025-10-31,SKU-B200,Retail,23,12.0,0,HR
2025-10-31,SKU-C300,B2B,12,29.0,0,HR
2025-11-01,SKU-A100,Online,49,18.0,1,BA
2025-11-01,SKU-B200,Online,27,12.0,1,BA
2025-11-01,SKU-C300,B2B,31,29.0,0,BA
2025-11-02,SKU-A100,B2B,39,18.0,1,RS
2025-11-02,SKU-B200,B2B,33,12.0,1,BA
2025-11-02,SKU-C300,B2B,28,29.0,0,BA
2025-11-03,SKU-A100,Retail,34,18.0,0,HR
2025-11-03,SKU-B200,Retail,27,12.0,0,RS
2025-11-03,SKU-C300,Online,22,29.0,1,BA
2025-11-04,SKU-A100,Retail,42,18.0,0,BA
2025-11-04,SKU-B200,B2B,33,12.0,0,BA
2025-11-04,SKU-C300,B2B,22,29.0,0,BA
2025-11-05,SKU-A100,Retail,48,18.0,1,RS
2025-11-05,SKU-B200,Online,37,12.0,1,HR
2025-11-05,SKU-C300,B2B,18,29.0,0,HR
2025-11-06,SKU-A100,B2B,44,18.0,1,RS
2025-11-06,SKU-B200,Retail,25,12.0,0,BA
2025-11-06,SKU-C300,Online,16,29.0,0,BA
2025-11-07,SKU-A100,Online,38,18.0,0,BA
2025-11-07,SKU-B200,Online,33,12.0,1,RS
2025-11-07,SKU-C300,Online,30,29.0,0,HR
2025-11-08,SKU-A100,B2B,36,18.0,0,BA
2025-11-08,SKU-B200,Retail,34,12.0,1,BA
2025-11-08,SKU-C300,Retail,13,29.0,0,HR
2025-11-09,SKU-A100,B2B,38,18.0,0,RS
2025-11-09,SKU-B200,B2B,25,12.0,0,HR
2025-11-09,SKU-C300,B2B,15,29.0,1,HR
2025-11-10,SKU-A100,Online,48,18.0,1,RS
2025-11-10,SKU-B200,Retail,34,12.0,0,RS
2025-11-10,SKU-C300,Online,22,29.0,1,HR
2025-11-11,SKU-A100,B2B,46,18.0,0,RS
2025-11-11,SKU-B200,Online,25,12.0,0,HR
2025-11-11,SKU-C300,Online,16,29.0,0,RS
2025-11-12,SKU-A100,Retail,37,18.0,0,RS
2025-11-12,SKU-B200,Retail,31,12.0,0,RS
2025-11-12,SKU-C300,Online,22,29.0,1,RS
2025-11-13,SKU-A100,B2B,38,18.0,0,RS
2025-11-13,SKU-B200,B2B,33,12.0,1,RS
2025-11-13,SKU-C300,B2B,22,29.0,0,BA
2025-11-14,SKU-A100,Retail,39,18.0,0,HR
2025-11-14,SKU-B200,Retail,24,12.0,1,BA
2025-11-14,SKU-C300,Online,22,29.0,0,BA
2025-11-15,SKU-A100,B2B,37,18.0,0,RS
2025-11-15,SKU-B200,Retail,26,12.0,0,BA
2025-11-15,SKU-C300,B2B,18,29.0,1,HR
2025-11-16,SKU-A100,B2B,50,18.0,0,RS
2025-11-16,SKU-B200,B2B,34,12.0,0,BA
2025-11-16,SKU-C300,Online,20,29.0,1,BA
2025-11-17,SKU-A100,Online,39,18.0,0,BA
2025-11-17,SKU-B200,B2B,22,12.0,0,BA
2025-11-17,SKU-C300,B2B,21,29.0,0,HR
2025-11-18,SKU-A100,Online,46,18.0,0,BA
2025-11-18,SKU-B200,Online,27,12.0,0,BA
2025-11-18,SKU-C300,Online,13,29.0,0,HR
2025-11-19,SKU-A100,B2B,37,18.0,0,RS
2025-11-19,SKU-B200,Online,31,12.0,1,RS
2025-11-19,SKU-C300,Online,15,29.0,0,HR
2025-11-20,SKU-A100,B2B,37,18.0,0,RS
2025-11-20,SKU-B200,Retail,33,12.0,0,HR
2025-11-20,SKU-C300,B2B,25,29.0,0,HR
